Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Game
7493,Jikkyou Powerful Pro Yakyuu 2012,PS3,2012,Action,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,Jikkyou Powerful Pro Yakyuu 2012
7494,X2: Wolverine's Revenge,XB,2003,Platform,Activision,0.15,0.04,0.0,0.01,0.21,X2: Wolverine's Revenge
7495,Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0.0,0.0,0.21,Power Rangers: Wild Force
7496,The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0.0,0.03,0.21,The Wolf Among Us
7497,Thrillville,PSP,2006,Strategy,Atari,0.18,0.0,0.0,0.02,0.2,Thrillville
7498,Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,0.15,0.04,0.0,0.02,0.2,Battle of Giants: Dinosaurs Strike
7499,Attack on Titan (KOEI),PS4,2016,Action,Tecmo Koei,0.02,0.06,0.11,0.02,0.2,Attack on Titan (KOEI)
7500,The King of Fighters '95,NG,1995,Fighting,SNK,0.0,0.0,0.2,0.0,0.2,The King of Fighters '95
7501,Discovery Kids: Pony Paradise,DS,2009,Simulation,505 Games,0.19,0.0,0.0,0.01,0.2,Discovery Kids: Pony Paradise
7502,Mary-Kate and Ashley: Girls Night Out,GBA,2002,Misc,Acclaim Entertainment,0.15,0.05,0.0,0.0,0.2,Mary-Kate and Ashley: Girls Night Out
7503,Cabela's North American Adventures,Wii,2010,Sports,Activision,0.19,0.0,0.0,0.01,0.2,Cabela's North American Adventures
7504,Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0.0,0.02,0.2,Enchanted Arms
7505,Beyblade G-Revolution,GBA,2004,Action,Atari,0.15,0.05,0.0,0.0,0.2,Beyblade G-Revolution
7506,WWE All Stars,Wii,2011,Fighting,THQ,0.11,0.07,0.0,0.02,0.2,WWE All Stars
7507,Trade & Battle: Card Hero,GB,2000,Strategy,Nintendo,0.0,0.0,0.2,0.0,0.2,Trade & Battle: Card Hero
7508,World Championship Cards,PSP,2008,Misc,Crave Entertainment,0.19,0.0,0.0,0.02,0.2,World Championship Cards
7509,You Don't Know Jack,X360,2011,Misc,THQ,0.19,0.0,0.0,0.01,0.2,You Don't Know Jack
7510,Chronicles of Mystery: Curse of the Ancient Temple,DS,2009,Adventure,City Interactive,0.07,0.11,0.0,0.02,0.2,Chronicles of Mystery: Curse of the Ancient Temple
7511,NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.2,NBA Live 15
7512,Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.1,0.08,0.0,0.03,0.2,Capcom Fighting Evolution
7513,Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.2,Frogger 3D
7514,SD Gundam GNext,SNES,1995,Strategy,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,SD Gundam GNext
7515,Backyard NFL Football 2006,PS2,2005,Sports,Atari,0.1,0.08,0.0,0.03,0.2,Backyard NFL Football 2006
7516,NASCAR Heat 2002,XB,2001,Racing,Infogrames,0.15,0.04,0.0,0.01,0.2,NASCAR Heat 2002
7517,Planet 51,Wii,2009,Action,Sega,0.17,0.02,0.0,0.02,0.2,Planet 51
7518,Sloane to MacHale no Nazo no Monogatari,DS,2009,Puzzle,Level 5,0.0,0.0,0.2,0.0,0.2,Sloane to MacHale no Nazo no Monogatari
7519,DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.08,0.0,0.02,0.2,DarkStar One: Broken Alliance
7520,My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports,Black Bean Games,0.14,0.04,0.0,0.02,0.2,My Fitness Coach 2: Exercise and Nutrition
7521,Sengoku Basara 2 Heroes,PS2,2007,Action,Capcom,0.0,0.0,0.2,0.0,0.2,Sengoku Basara 2 Heroes
7522,Buzz! The Schools Quiz,PS2,2008,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.19,0.2,Buzz! The Schools Quiz
7523,Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0.0,0.03,0.2,Two Worlds II
7524,Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,Suikoden Tactics
7525,NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,NCAA March Madness 06
7526,Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,Major League Baseball 2K11
7527,Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2,Mobile Suit Gundam: Crossfire
7528,Phantasy Star Online,DC,2000,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,Phantasy Star Online
7529,Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2,Crazy Taxi 3: High Roller
7530,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,Dark Messiah of Might and Magic Elements
7531,Just Dance 2: Extra Songs,Wii,2011,Misc,Ubisoft,0.0,0.17,0.0,0.03,0.2,Just Dance 2: Extra Songs
7532,Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0.0,0.01,0.2,Midnight Club 3: DUB Edition Remix
7533,International Superstar Soccer 2000,PS2,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,International Superstar Soccer 2000
7534,"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0.0,0.03,0.2,"Warhammer 40,000: Space Marine"
7535,CandyLand / Chutes & Ladders / Memory,GBA,2005,Misc,Zoo Digital Publishing,0.15,0.05,0.0,0.0,0.2,CandyLand / Chutes & Ladders / Memory
7536,The Bible Game,PS2,2005,Misc,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,The Bible Game
7537,Drift King Shutokou Battle '94,SNES,1994,Racing,BPS,0.0,0.0,0.2,0.0,0.2,Drift King Shutokou Battle '94
7538,Shining Blade,PSP,2012,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,Shining Blade
7539,Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.2,Fairy Fencer F
7540,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2,Atelier Shallie: Alchemists of the Dusk Sea
7541,The Ultimate Red Ball Challenge,Wii,2009,Misc,Mindscape,0.0,0.19,0.0,0.01,0.2,The Ultimate Red Ball Challenge
7542,PBR: Out of the Chute,PS2,2008,Sports,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,PBR: Out of the Chute
7543,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0.0,0.03,0.2,The King of Fighters Collection: The Orochi Saga
7544,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial
7545,Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.05,0.1,0.02,0.2,Arcana Heart 3
7546,Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2,Tekken 3D: Prime Edition
7547,Deal or No Deal: The Banker is Back!,DS,2008,Misc,Mindscape,0.0,0.2,0.0,0.0,0.2,Deal or No Deal: The Banker is Back!
7548,Jillian Michaels' Fitness Adventure,X360,2011,Misc,505 Games,0.17,0.02,0.0,0.01,0.2,Jillian Michaels' Fitness Adventure
7549,MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.2,MLB 10: The Show
7550,State of Decay,XOne,2015,Strategy,Microsoft Game Studios,0.14,0.05,0.0,0.02,0.2,State of Decay
7551,Ashes Cricket 2009,X360,2009,Sports,Codemasters,0.0,0.19,0.0,0.01,0.2,Ashes Cricket 2009
7552,Saturday Night Speedway,PS2,2004,Racing,Play It,0.1,0.08,0.0,0.03,0.2,Saturday Night Speedway
7553,Bratz: Rock Angelz,GC,2005,Misc,THQ,0.16,0.04,0.0,0.01,0.2,Bratz: Rock Angelz
7554,Langrisser III,SAT,1996,Strategy,NCS,0.0,0.0,0.2,0.0,0.2,Langrisser III
7555,Samurai Spirits (CD),NG,1994,Fighting,SNK,0.0,0.0,0.2,0.0,0.2,Samurai Spirits (CD)
7556,MLB SlugFest 20-03,XB,2002,Sports,Midway Games,0.15,0.04,0.0,0.01,0.2,MLB SlugFest 20-03
7557,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.13,0.03,0.03,0.02,0.2,Dragon Ball: Revenge of King Piccolo
7558,Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.02,0.2,Spectrobes: Origins
7559,Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,Earth Defense Force: Insect Armageddon
7560,Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0.0,0.03,0.2,Pitfall: The Lost Expedition
7561,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2,Marvel: Ultimate Alliance 2
7562,From TV Animation One Piece: Grand Battle! 3,GC,2003,Fighting,Namco Bandai Games,0.0,0.0,0.2,0.01,0.2,From TV Animation One Piece: Grand Battle! 3
7563,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0.0,0.02,0.2,Assassin's Creed Syndicate
7564,Rocket Power: Zero Gravity Zone,GBA,2003,Sports,THQ,0.14,0.05,0.0,0.0,0.2,Rocket Power: Zero Gravity Zone
7565,Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,Le Mans 24 Hours
7566,XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.1,0.0,0.02,0.2,XCOM 2
7567,International Cricket 2010,PS3,2010,Sports,Codemasters,0.0,0.15,0.0,0.05,0.2,International Cricket 2010
7568,ESPN MLB Baseball,PS2,2004,Sports,Sega,0.1,0.08,0.0,0.03,0.2,ESPN MLB Baseball
7569,Neighborhood Games,Wii,2009,Misc,THQ,0.17,0.02,0.0,0.01,0.2,Neighborhood Games
7570,All Star Pro-Wrestling,PS2,2000,Fighting,SquareSoft,0.0,0.0,0.2,0.0,0.2,All Star Pro-Wrestling
7571,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.2,Way of the Samurai 4
7572,Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0.0,0.02,0.2,Clive Barker's Jericho
7573,Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.14,0.05,0.0,0.0,0.2,Harvest Moon: More Friends of Mineral Town
7574,Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.07,0.0,0.03,0.2,Captain America: Super Soldier
7575,MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,MLB 12: The Show
7576,The Fairly Odd Parents: Shadow Showdown,GC,2004,Platform,THQ,0.16,0.04,0.0,0.01,0.2,The Fairly Odd Parents: Shadow Showdown
7577,NHL 17,PS4,2016,Sports,Electronic Arts,0.13,0.04,0.0,0.04,0.2,NHL 17
7578,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996,Shooter,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono
7579,Camping Mama: Outdoor Adventures,DS,2011,Simulation,505 Games,0.13,0.06,0.0,0.02,0.2,Camping Mama: Outdoor Adventures
7580,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012,Action,Sega,0.0,0.0,0.2,0.0,0.2,Kurohyou 2: Ryu ga Gotoku Ashura Hen
7581,NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0.0,0.01,0.2,NBA 2K2
7582,X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.14,0.05,0.0,0.0,0.2,X2: Wolverine's Revenge
7583,7th Dragon 2020,PSP,2011,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,7th Dragon 2020
7584,Cars,XB,2006,Racing,THQ,0.15,0.04,0.0,0.01,0.2,Cars
7585,Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,Misc,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,Taiko no Tatsujin: Waku Waku Anime Matsuri
7586,Imagine: Babyz Fashion,DS,2009,Simulation,Ubisoft,0.19,0.0,0.0,0.01,0.2,Imagine: Babyz Fashion
7587,Spy Hunter,GC,2002,Racing,Midway Games,0.16,0.04,0.0,0.01,0.2,Spy Hunter
7588,Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2,Warriors Orochi
7589,Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2,Dead to Rights II
7590,Super Dodge Ball Advance,GBA,2001,Sports,Ubisoft,0.14,0.05,0.0,0.0,0.2,Super Dodge Ball Advance
7591,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2,Ogre Battle Saga Episode Five: The March of the Black Queen
7592,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,Ridge Racer 6
7593,Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,Angry Birds Star Wars
7594,"Ni Hao, Kai-lan: New Year's Celebration",DS,2009,Misc,Take-Two Interactive,0.19,0.0,0.0,0.01,0.2,"Ni Hao, Kai-lan: New Year's Celebration"
7595,Press Your Luck 2010 Edition,DS,2009,Misc,Ubisoft,0.19,0.0,0.0,0.01,0.2,Press Your Luck 2010 Edition
7596,Treasure World,DS,2009,Simulation,Aspyr,0.19,0.0,0.0,0.01,0.2,Treasure World
7597,Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,Front Mission Evolved
7598,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2,Body and Brain Connection
7599,MDK,PS,1997,Shooter,Interplay,0.11,0.08,0.0,0.01,0.2,MDK
7600,Monster Jam,X360,2007,Racing,Activision,0.18,0.0,0.0,0.02,0.2,Monster Jam
7601,Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0.0,0.03,0.2,Afro Samurai
7602,Rock Band Track Pack: Classic Rock,PS2,2009,Misc,MTV Games,0.1,0.08,0.0,0.03,0.2,Rock Band Track Pack: Classic Rock
7603,Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.04,0.01,0.02,0.2,Zone of the Enders HD Collection
7604,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2,Ty the Tasmanian Tiger 2: Bush Rescue
7605,Speed Punks,PS,1998,Racing,Sony Computer Entertainment,0.11,0.08,0.0,0.01,0.2,Speed Punks
7606,The Legend of Heroes VII: The Trail of Blue,PSP,2011,Role-Playing,Falcom Corporation,0.0,0.0,0.2,0.0,0.2,The Legend of Heroes VII: The Trail of Blue
7607,No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.2,No More Heroes: Heroes' Paradise
7608,Mahjongg Mysteries: Ancient Egypt,DS,2010,Puzzle,Avanquest,0.07,0.11,0.0,0.02,0.2,Mahjongg Mysteries: Ancient Egypt
7609,Saints Row IV,XOne,2015,Action,Deep Silver,0.1,0.09,0.0,0.02,0.2,Saints Row IV
7610,Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.02,0.2,Injustice: Gods Among Us
7611,MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,MVP Baseball 2003
7612,CSI: Unsolved!,DS,2010,Adventure,Ubisoft,0.13,0.06,0.0,0.02,0.2,CSI: Unsolved!
7613,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.06,0.12,0.0,0.02,0.2,Star Wars: Battlefront
7614,NCAA Final Four 2004,PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0.0,0.03,0.2,NCAA Final Four 2004
7615,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"
7616,Tigger's Honey Hunt,N64,2000,Platform,Ubisoft,0.16,0.04,0.0,0.0,0.2,Tigger's Honey Hunt
7617,Famista 64,N64,2007,Sports,Namco Bandai Games,0.0,0.0,0.17,0.03,0.2,Famista 64
7618,Roadsters 99,N64,1999,Racing,Titus,0.06,0.13,0.0,0.01,0.2,Roadsters 99
7619,Magical Tetris Challenge,N64,1997,Puzzle,Activision,0.13,0.02,0.05,0.0,0.2,Magical Tetris Challenge
7620,Twisted Edge Extreme Snowboarding,N64,1998,Sports,Kemco,0.16,0.04,0.0,0.0,0.2,Twisted Edge Extreme Snowboarding
7621,Disney's Tarzan,N64,2000,Platform,Activision,0.16,0.04,0.0,0.0,0.2,Disney's Tarzan
7622,South Park Rally,N64,2000,Racing,Acclaim Entertainment,0.16,0.04,0.0,0.0,0.2,South Park Rally
7623,Body Harvest,N64,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0.0,0.0,0.2,Body Harvest
7624,San Francisco Rush 2049,N64,2000,Racing,Midway Games,0.16,0.04,0.0,0.0,0.2,San Francisco Rush 2049
7625,Super Robot Taisen 64,N64,1999,Strategy,Banpresto,0.0,0.0,0.2,0.0,0.2,Super Robot Taisen 64
7626,Snowboard Kids,N64,1996,Sports,Atlus,0.16,0.04,0.0,0.0,0.2,Snowboard Kids
7627,NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,NBA 07
7628,IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2,IHRA Drag Racing 2004
7629,Shining Hearts,PSP,2010,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,Shining Hearts
7630,Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,Activision,0.14,0.04,0.0,0.02,0.2,Magical ZhuZhu Princess: Carriages & Castles
7631,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,Code of Princess
7632,Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.16,0.03,0.0,0.02,0.2,Tomb Raider: Underworld
7633,The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,The Con
7634,Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0.0,0.03,0.2,Tony Hawk's Pro Skater 5
7635,Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,Misc,Sammy Corporation,0.0,0.0,0.2,0.0,0.2,Jissen Pachi-Slot Hisshouhou! Aladdin A
7636,Namco Museum: 50th Anniversary,GBA,2005,Misc,Namco Bandai Games,0.14,0.05,0.0,0.0,0.2,Namco Museum: 50th Anniversary
7637,Ford Racing Off Road,PS2,2008,Racing,Xplosiv,0.1,0.08,0.0,0.03,0.2,Ford Racing Off Road
7638,The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.06,0.02,0.1,0.01,0.2,The Witch and the Hundred Knight
7639,Nobunaga no Yabou: Reppuuden,PS,1999,Strategy,Tecmo Koei,0.0,0.0,0.19,0.01,0.2,Nobunaga no Yabou: Reppuuden
7640,Hot Wheels: Track Attack,Wii,2010,Racing,THQ,0.15,0.04,0.0,0.01,0.2,Hot Wheels: Track Attack
7641,Schlag den Raab,Wii,2010,Misc,Namco Bandai Games,0.0,0.17,0.0,0.03,0.2,Schlag den Raab
7642,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.09,0.0,0.04,0.2,UFC Personal Trainer: The Ultimate Fitness System
7643,Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,0.07,0.1,0.0,0.03,0.2,Total War: Shogun 2 - Fall of the Samurai
7644,The BIGS 2,PS2,2009,Sports,Take-Two Interactive,0.1,0.08,0.0,0.03,0.2,The BIGS 2
7645,Mat Hoffman's Pro BMX 2,XB,2002,Sports,Activision,0.15,0.04,0.0,0.01,0.2,Mat Hoffman's Pro BMX 2
7646,Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.2,0.0,0.2,Treasure Hunter G
7647,Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,Untold Legends: Dark Kingdom
7648,From Russia With Love,XB,2005,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,From Russia With Love
7649,Wing Arms,SAT,1994,Shooter,Sega,0.0,0.0,0.2,0.0,0.2,Wing Arms
7650,Dead Space 3,PC,2007,Action,Electronic Arts,0.02,0.15,0.0,0.02,0.2,Dead Space 3
7651,Pro Yaky? Spirits 2013,PS3,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,Pro Yaky? Spirits 2013
7652,We Wish You A Merry Christmas,Wii,2009,Action,Destineer,0.14,0.04,0.0,0.02,0.2,We Wish You A Merry Christmas
7653,BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,0.05,0.11,0.01,0.03,0.2,BioShock The Collection
7654,DanceDanceRevolution,PS3,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0.0,0.02,0.2,DanceDanceRevolution
7655,Cabela's Big Game Hunter (2008),PS2,2007,Sports,Activision Value,0.1,0.08,0.0,0.03,0.2,Cabela's Big Game Hunter (2008)
7656,Grandia II,DC,2000,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2,Grandia II
7657,Namco Museum Vol.4,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,Namco Museum Vol.4
7658,The Cheetah Girls: Passport to Stardom,DS,2008,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.01,0.2,The Cheetah Girls: Passport to Stardom
7659,UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,THQ,0.12,0.06,0.0,0.02,0.2,UFC Personal Trainer: The Ultimate Fitness System
7660,How to Train Your Dragon 2,X360,2014,Adventure,Little Orbit,0.05,0.13,0.0,0.02,0.2,How to Train Your Dragon 2
7661,Shark Tale,XB,2004,Action,Activision,0.15,0.04,0.0,0.01,0.2,Shark Tale
7662,NFL Street 2,GC,2004,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,NFL Street 2
7663,Pro Yaky? Spirits 2013,PSP,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,Pro Yaky? Spirits 2013
7664,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,Teenage Mutant Ninja Turtles 3: Mutant Nightmare
7665,My Secret World by Imagine,DS,2008,Misc,Ubisoft,0.0,0.2,0.0,0.0,0.2,My Secret World by Imagine
7666,Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.01,0.0,0.01,0.2,Soldier of Fortune: Payback
7667,Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.04,0.08,0.05,0.03,0.2,Ridge Racer
7668,Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,Bleach: The 3rd Phantom
7669,Gladius,PS2,2003,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,Gladius
7670,Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft,0.19,0.0,0.0,0.01,0.2,Family Feud: 2012 Edition
7671,Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,Dave Mirra Freestyle BMX 2
7672,Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.2,Spore Hero Arena
7673,Pro Yaky? Spirits 2012,PSP,2012,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,Pro Yaky? Spirits 2012
7674,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016,Action,GungHo,0.0,0.0,0.2,0.0,0.2,Puzzle & Dragons X: God Chapter / Dragon Chapter
7675,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.15,0.04,0.0,0.01,0.2,SpongeBob SquarePants: Revenge of the Flying Dutchman
7676,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2,Record of Agarest War
7677,Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0.0,0.02,0.2,Baja: Edge of Control
7678,Sid Meier's Pirates!,PSP,2007,Strategy,Take-Two Interactive,0.16,0.01,0.0,0.02,0.2,Sid Meier's Pirates!
7679,Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,Taiko no Tatsujin: Go! Go! Godaime
7680,Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,Taiko Drum Master
7681,High School Musical 3: Senior Year DANCE!,X360,2008,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.01,0.2,High School Musical 3: Senior Year DANCE!
7682,Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0.01,0.0,0.02,0.2,Harry Potter and the Goblet of Fire
7683,Bust-A-Move 2 Arcade Edition,PS,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2,Bust-A-Move 2 Arcade Edition
7684,South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0.0,0.02,0.2,South Park: The Stick of Truth
7685,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.2,Tom Clancy's Splinter Cell: Essentials
7686,Tetris Worlds (Online Edition),XB,2003,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2,Tetris Worlds (Online Edition)
7687,Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,Armored Core 4
7688,Sleeping Dogs,XOne,2014,Action,Square Enix,0.1,0.09,0.0,0.02,0.2,Sleeping Dogs
7689,Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0.0,0.03,0.2,Forgotten Realms: Demon Stone
7690,Super Baseball Simulator 1.000,SNES,1991,Sports,Culture Brain,0.0,0.0,0.2,0.0,0.2,Super Baseball Simulator 1.000
7691,Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,0.18,0.0,0.0,0.01,0.2,Barbie Horse Adventures: Riding Camp
7692,Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.08,0.03,0.01,0.2,Resident Evil: Revelations
7693,Go Play: Lumberjacks,Wii,2009,Simulation,Majesco Entertainment,0.18,0.0,0.0,0.01,0.2,Go Play: Lumberjacks
